;TrV;Benämning;Definition;Synonym
Konstruktiva system;ADE;Väggkonstruktion med sandwichstomme;väggkonstruktion med kärna i form av flera skikt;
Konstruktiva system;ADF;Väggkonstruktion med murad stomme;väggkonstruktion med kärna i form av¨sammanfogade block;
Konstruktiva system;ADG;Rörlig väggkonstruktion;flyttbar väggkonstruktion;Flyttbar väggkonstruktion
Konstruktiva system;ADH;Tunnelväggskonstruktion;väggkonstruktion av bearbetat berg;Bergrumsväggskonstruktion
Konstruktiva system;ADJ;Spontväggskonstruktion;väggkonstruktion av sammanfogade element;
Konstruktiva system;AE;Yttertakskonstruktion;byggkonstruktion som avslutar en byggnad uppåt;
Konstruktiva system;AEB;Yttertakskonstruktion med solid stomme;yttertakskonstruktion med kärna i form av ett skikt;
Konstruktiva system;AEC;Yttertakskonstruktion med stomme av balkar;yttertakskonstruktion med kärna i form av långsträckta objekt;
Konstruktiva system;AED;Yttertakskonstruktion med stomme av fackverk;yttertakskonstruktion med kärna i form av förenade och samverkande stänger;
Konstruktiva system;AEE;Yttertakskonstruktion med stomme av sandwichkonstruktion;yttertakskonstruktion med kärna i form av flera skikt;
Konstruktiva system;AEF;Yttertakskonstruktion med murad stomme;yttertakskonstruktion med kärna i form av block;
Konstruktiva system;AEG;Rörlig takkonstruktion;flyttbar yttertakskonstruktion;
Konstruktiva system;AEH;Tunneltakskonstruktion;yttertakskonstruktion av bearbetat berg;
Konstruktiva system;AF;Trappkonstruktion;byggkonstruktion som stegvis förbinder två eller fler nivåer;
Konstruktiva system;AG;Rampkonstruktion;byggkonstruktion som steglöst förbinder två eller fler nivåer;
Konstruktiva system;AH;Utskjutande byggnadskonstruktion;byggkonstruktion som skapar ett anslutande utrymme utomhus, inbyggt i väggsystem eller i yttertaksystem;
Konstruktiva system;AHB;Utskjutande byggnadskonstruktion med solid stomme;utskjutande byggnadskonstruktion med kärna i form av ett skikt;Balkongplatta, loftgångsplatta
Konstruktiva system;AHC;Utskjutande byggnadskonstruktion med stomme av balkar;utskjutande byggnadskonstruktion med kärna i form av långsträckta objekt;
Konstruktiva system;AHD;Utskjutande byggnadskonstruktion med stomme av fackverk;utskjutande byggnadskonstruktion med kärna i form av förenade och samverkande stänger;
Konstruktiva system;AHE;Rörlig utskjutande byggnadskonstruktion;utskjutande byggnadskonstruktion med justerbar yttre anslutning;angöringsbrygga, brygga, dockningsstation
Konstruktiva system;AJ;Burspråkskonstruktion;byggkonstruktion som skapar ett utökat utrymme inomhus, inbyggt i väggsystem;
Konstruktiva system;AK;Takkupekonstruktion;byggkonstruktion som skapar ett utökat utrymme inomhus, inbyggt i yttertaksystem;Vindskupa
Konstruktiva system;AL;Taktornskonstruktion;byggkonstruktion som skapar ett utökat utrymme inomhus, byggt ovanpå yttertaksystem eller byggnadsverk;
Konstruktiva system;AM;Ljusbrunnskonstruktion;byggkonstruktion som skapar ett utökat utrymme för ljustransmission;
Konstruktiva system;AN;Fasadkonstruktion;byggkonstruktion som avslutar en väggkonstruktion utåt;
Konstruktiva system;AP;Undertakskonstruktion;byggkonstruktion som skapar ett utrymme under bjälklaget;
Konstruktiva system;AQ;Trågkonstruktion;byggkonstruktion i tätning vid tunnelmynning;
Konstruktiva system;AR;Tunnelportalskonstruktion;byggkonstruktion runt öppning i tunnel;
Konstruktiva system;B;Bärverk;konstruktivt system  som har bärande eller stabiliserande funktion;
Konstruktiva system;BA;Grundkonstruktion;strukturellt stöd som bildar en reglerad markvolym;
Konstruktiva system;BB;Grundstomme;bärverk som förbinder ett byggnadsverk med terrassen;
Konstruktiva system;BBB;Grundplatta;grundstomme i form av ett styvt liggande plan;Platta på mark
Konstruktiva system;BBC;Grundmur;grundstomme i form av ett stående plan;
Konstruktiva system;BBD;Plintgrund;grundstomme i form av  vertikalt långsträckta objekt;
Konstruktiva system;BBE;Rustbädd;grundstomme i form av ett flexibelt liggande plan;
Konstruktiva system;BC;Bjälklagsstomme;bärverk i en horisontell avskiljare;Brobanestomme, bryggstomme
Konstruktiva system;BCB;Bjälklagsskiva;bjälklagsstomme i form av ett liggande plan;massivplatta, håldäck, plattbjälklag, plattbro, plattbärlag, plattrambro, trågbalkbro
Konstruktiva system;BCC;Bjälklagsstomme av balkar;bjälklagsstomme i form av långsträckta objekt;Balkbjälklag, balkrambro, balkbro
Konstruktiva system;BCD;Bjälklagsstomme av fackverk;bjälklagsstomme i form av förenade och samverkande stänger;Bågbro, fackverksbro, hängbro, snedkabelbro
Konstruktiva system;BCE;Bjälklagsstomme av sandwichkonstruktion;bjälklagsstomme i form av flera skikt;
Konstruktiva system;BCF;Murad bjälklagsstomme;bjälklagsstomme i form av block;Valvbro
Konstruktiva system;BD;Väggstomme;bärverk i en vertikal avskiljare;
Konstruktiva system;BDB;Väggskiva;väggstomme i form av ett stående plan;Stödmursstomme, dammväggsstomme, kajväggsstomme, pirväggsstomme, rörbrostomme, spont
Konstruktiva system;BDC;Pelarväggstomme;väggstomme i form av långsträckta objekt;
Konstruktiva system;BDD;Fackverksväggstomme;väggstomme i form av förenade och samverkande stänger;Regelväggstomme
Konstruktiva system;BDE;Sandwichväggstomme;väggstomme i form av flera skikt;
Konstruktiva system;BDF;Murad väggstomme;väggstomme i form av block;
Konstruktiva system;BE;Yttertakstomme;bärverk i en yttertakskonstruktion;Ytterbjälklagsstomme
Konstruktiva system;BEB;Solid yttertaksstomme;yttertakstomme i form av ett solitt skikt;Solid ytterbjälklagsstomme
Konstruktiva system;BEC;Yttertaksstomme av balkar;yttertakstomme i form av långsträckta objekt;Ytterbjälklagsstomme av balkar
Konstruktiva system;BED;Yttertaksstomme av fackverk;yttertakstomme i form av förenade och samverkande stänger;Ytterbjälklagsstomme av fackverk, membrantak, segeldukstak, takstolsstomme
Konstruktiva system;BEE;Yttertaksstomme av sandwichkonstruktion;yttertakstomme i form av flera skikt;Ytterbjälklagsstomme av sandwichkonstruktion
Konstruktiva system;BEF;Murad yttertakstomme;yttertakstomme i form av block;valvtak
Konstruktiva system;BEG;Rörlig yttertakstomme;rörlig yttertakstomme;
Konstruktiva system;BF;Undergolvstomme;bärverk i en undergolvskonstruktion;Installationsgolv
Konstruktiva system;BG;Undertakstomme;bärverk i en undertakskonstruktion;
Konstruktiva system;BH;Kanalisation;bärverk som stödjer eller bär upp försörjnings- eller distributionssystem;Kabelstegar, kabelbrunnar, kabelrännor, kabelskydd, kontaktledningsstolpar, kraftverksstolpar, portaler, rörbryggor, rörkulvertar, skyddsrör, stolpar
Konstruktiva system;BHB;Öppen kanalisation;kanalisation inomhus, synlig;
Konstruktiva system;BHC;Dold kanalisation;kanalisation inomhus, dold;
Konstruktiva system;BHD;Kanalisation i luft utomhus;kanalisation utomhus i luft;
Konstruktiva system;BHE;Kanalisation i mark;kanalisation utomhus i mark;
Konstruktiva system;BJ;Pelar-balkstomme;bärverk av förenade och samverkande stänger för väggar och bjälklag;
Konstruktiva system;BL;Brounderbyggnad;bärverk under broöverbyggnad;Bryggunderbyggnad
Konstruktiva system;BLB;Ändstöd;brounderbyggnad i broände;landfäste
Konstruktiva system;BLC;Mellanstöd;brounderbyggnad mellan broändar;skivstöd, pelarstöd, enpelarstöd, flerpelarstöd
Konstruktiva system;BM;Bärande huvudsystem i tunnel;bärverk i utgrävning för tunnel och bergrum;
Konstruktiva system;BMB;Bergförstärkning;bärande huvudsystem i berg genom punktvis förstärkning;
Konstruktiva system;BMC;Betonglining;bärande huvudsystem i berg genom fast inklädnad;
Konstruktiva system;BN;Trågkonstruktion;bärverk i tätande konstruktion vid tunnelmynning;
Konstruktiva system;BP;Tunnelportalskonstruktion;bärverk runt öppning i tunnel;
Konstruktiva system;C;Markkonstruktion;konstruktivt system som formar mark;
Konstruktiva system;CA;Undergrundskonstruktion;markkonstruktion som ger stöd till andra konstruktioner;Undergrund, underbyggnad
Konstruktiva system;CAB;Förstärkt terrass;terrasskonstruktion genom förstärkning av jord- eller bergmassa;
Konstruktiva system;CAC;Pålad terrass;terrasskonstruktion genom pålning;
Konstruktiva system;CB;Överbyggnad för konstruktion;markkonstruktion för hårdgjort utrymme utomhus;
Konstruktiva system;CBB;Flexibel hårdgjord överbyggnad;"överbyggnad för trafikeringsområde utan hydrauliskt bundet
lager";
Konstruktiva system;CBC;Styv hårdgjord överbyggnad;"överbyggnad för trafikeringsområde med minst ett hydrauliskt bundet
lager";
Konstruktiva system;CC;Trafikseparerande konstruktion;;
Konstruktiva system;CD;Överbyggnad för sidoområde;;
Konstruktiva system;CE;Banunderbyggnad;markkonstruktion som utgör underlag för banöverbyggnad;
Konstruktiva system;CEB;Banunderbyggnad på banvall;banunderbyggnad på egen fyllning;
Konstruktiva system;CEC;Banunderbyggnad i gata;banunderbyggnad i vägöverbyggnad;
Konstruktiva system;CED;Banunderbyggnad i tunnel;banunderbyggnad i bergtunnel;
Konstruktiva system;CEE;Banunderbyggnad på bro;banunderbyggnad i på brobjälklag;
Konstruktiva system;CF;Överbyggnad för vegetationsyta;markkonstruktion för plantering;Växtbädd
Konstruktiva system;CFB;Mjuk växtbädd;överbyggnad för vegetationsyta, ej trafikerbar ;
Konstruktiva system;CFC;Hård växtbädd;överbyggnad för vegetationsyta, trafikerbar ;Skelettjord
Konstruktiva system;CFD;Växtbädd för infiltration;överbyggnad för vegetationsyta för omhändertagande av dagvatten;
Konstruktiva system;CFE;Trädgrop;överbyggnad för vegetationsyta med ramkonstruktion under mark;
Konstruktiva system;CFF;Planteringslåda;överbyggnad för vegetationsyta med ramkonstruktion över mark;
Konstruktiva system;CG;Vattenbyggnadskonstruktion;markkonstruktion för hantering av vatten;
Konstruktiva system;CGB;Flexibel konstruktion för öppen vattenhantering;flexibel vattenbyggnadskonstruktion som leder eller lagrar öppet vatten;Amfibiedamm, plaskdamm, prydnadsdamm, vattenmagasin
Konstruktiva system;CGC;Styv konstruktion för öppen vattenhantering;styv vattenbyggnadskonstruktion som leder eller lagrar öppet vatten;Bassäng, fontän, pool
Konstruktiva system;CGD;Konstruktion för infiltration;vattenbyggnadskonstruktion som leder vatten in i mark;Markbädd
Konstruktiva system;CGE;Konstruktion för tätning och vattenavledning;vattenbyggnadskonstruktion för tätning mot och avledning av vatten i mark;Hydrauliskt tätande konstruktion tunneltätningskonstruktion, tätspont
Konstruktiva system;CGF;Konstruktion för vattentunnel;vattenbyggnadskonstruktion för ledning av vatten under mark;Tilloppstunnel
Konstruktiva system;CH;Ledningsförläggning;markkonstruktion för mediatekniskt system;Ledningsgrav
Konstruktiva system;CHB;Schaktad ledningsförläggning;ledningsförläggning i schaktat utrymme;
Konstruktiva system;CHC;Schaktfri ledningsförläggning;ledningsförläggning utan schaktning;
Konstruktiva system;CJ;Fundament- och markstödskonstruktion;markkonstruktion som bär vertikal eller horisontell last;
Konstruktiva system;CK;Terrängtrapps-/terrängrampskonstruktion;markkonstruktion som stegvis förbinder utrymmen på olika nivåer;
Konstruktiva system;CL;Terrängmurskonstruktion;markkonstruktion som avskiljer utrymmen;
Konstruktiva system;D;Banöverbyggnad;konstruktivt system som leder spårbundna fordon;Spårkonstruktion
Konstruktiva system;DA;Ballasterad banöverbyggnad;banöverbyggnad med två räler, med ballast;
Konstruktiva system;DB;Ballastfri banöverbyggnad;banöverbyggnad med två räler, utan ballast;
Konstruktiva system;DC;Monorail;banöverbyggnad med en skena;
Konstruktiva system;H;Försörjande system;konstruktivt system som försörjer konsumtion;
Konstruktiva system;HA;Gas- och luftförsörjningssystem;försörjande system för gas eller teknisk luft;
Konstruktiva system;HB;Vätskeförsörjningssystem;försörjande system för vätska;
Konstruktiva system;HC;Kylförsörjningssystem;försörjande system för kyla;Kylaggregat, Kylmaskin, Fjärrkylanläggning
Konstruktiva system;HD;Värmeförsörjningssystem;försörjande system för värme;Värmevattenförsörjning, Fjärrvärmeverk, Solfångare
Konstruktiva system;HE;Kombinerad kyl- och värmeförsörjningssystem;försörjande system för kombinerad kyla och värme;Värmepump, Direktexpansion, DX-system
Konstruktiva system;HEB;Direktexpansionssystem;kombinerad kyl- och värmeförsörjningssystem med direkt verkande evaporator;
Konstruktiva system;HEC;Vätskesystem i kyl- och värmepumpsystem;kombinerad kyl- och värmeförsörjningssystem med indirekt verkande evaporator;
Konstruktiva system;HF;Ventilationsförsörjningssystem;försörjande system för mekaniskt luftflöde;
Konstruktiva system;HG;Elkraftförsörjningssystem;försörjande system för elkraft;
Konstruktiva system;HGB;Högspänningsförsörjningsystem;elkraftförsörjningssystem för ≥ 1 kV AC eller ≥ 1,5 kV DC;
Konstruktiva system;HGC;Mellanspänningsförsörjningssystem;elkraftförsörjningssystem för 1 kV - 50 kV;
Konstruktiva system;HGD;Lågspänningsförsörjningssystem;elkraftförsörjningssystem för < 1 kV AC eller < 1,5 kV DC;
Konstruktiva system;HGE;Klenspänningsförsörjningssystem;elkraftförsörjningssystem för ≤ 50 V eller ≤ 120 V DC;
Konstruktiva system;HH;Belysningsförsörjningssystem;försörjande system för belysning;
Konstruktiva system;HHB;Elektriskt belysningsförsörjningssystem;belysningsförsörjningssystem med elektriska ljuskällor;
Konstruktiva system;HHC;Dagsljusförsörjningssystem;belysningsförsörjningssystem med dagsljuskällor;
Konstruktiva system;HHD;Gasljusförsörjningssystem;belysningsförsörjningssystem med gasljuskällor;
Konstruktiva system;HHE;Vätskeljusförsörjningssystem;belysningsförsörjningssystem med vätskeljuskällor;fotogenljus
Konstruktiva system;HJ;Signalförsörjningssystem;försörjande system för signaler;Detektorer
Konstruktiva system;J;Transporterande system;konstruktivt system som för något från en plats till en annan;
Konstruktiva system;JA;Gasdistributionssystem;transporterande system för gas;
Konstruktiva system;JB;Vattendistributionssystem;transporterande system för vatten;
Konstruktiva system;JBB;Icke cirkulerande vattendistributionssystem;vattendistributionssystem med icke cirkulerande flöde;
Konstruktiva system;JBC;Cirkulerande vattendistributionssystem;vattendistributionssystem med cirkulerande flöde;
Konstruktiva system;JBD;Tomrörssystem;vattendistributionssystem för tillfälligt bruk;brandsläckningsledning
Konstruktiva system;JC;Kemikaliedistributionssystem;transporterande system för brandfarliga vätskor och andra kemikalier;
Konstruktiva system;JD;Avloppssystem;transporterande system för avloppsvatten;
Konstruktiva system;JDB;Avloppssystem med självfall;avloppssystem med ej trycksatt flöde;
Konstruktiva system;JDC;Trycksatt avloppssystem;avloppssystem med trycksatt flöde;
Konstruktiva system;JE;Avfallstransportsystem;transporterande system för avfall;
Konstruktiva system;JEB;Sugsystem för avfall;avfallshanteringssystem genom undertrycksatta ledningar;sopsug
Konstruktiva system;JEC;Störtsystem för avfall;avfallshanteringssystem genom gravitation;sopnedkast
Konstruktiva system;JED;Mekaniskt transportsystem för avfall;<;
Konstruktiva system;JF;Kyldistributionssystem;transporterande system för kyla;
Konstruktiva system;JFB;Primärt kyldistributionssystem;kyldistributionssystem före värmeväxling;
Konstruktiva system;JFC;Sekundärt kyldistributionssystem;kyldistributionssystem efter värmeväxling;
Konstruktiva system;JG;Värmedistributionssystem;transporterande system för värme;Shuntgrupp
Konstruktiva system;JGB;Primärt distributionssystem för värmevatten;vattenburet värmedistributionssystem från produktion till förbindelsepunkt för abonnent;Fjärrvärmenät, värme primär
Konstruktiva system;JGC;Sekundärt distributionssystem för värmevatten;vattenburet värmedistributionssystem från förbindelsepunkt för abonnent till konsumtion;Värmevattenslingor, vattenradiatorsystem
Konstruktiva system;JGD;Elvärmesystem för utrymme inomhus;elektriskt värmedistributionssystem för slutet utrymme;Elvärmeslingor
Konstruktiva system;JGE;Elvärmesystem för utrustning;elektriskt värmedistributionssystem för utrustning;Elvärmesystem i spåranläggning, strömskenevärmeanläggning, växelvärmeanläggning
Konstruktiva system;JGF;Elvärmesystem för mark;elektriskt värmedistributionssystem i marköverbyggnad;
